station_id,lat,lon,tmean_c
41.36565_2.170955,41.36565,2.170955,29.95518
41.365654_1.988901,41.365654,1.988901,30.28595
41.365654_2.240408,41.365654,2.240408,28.158121
41.365658_2.205682,41.365658,2.205682,28.383957
41.36567_2.148198,41.36567,2.148198,31.255013
41.365673_2.011658,41.365673,2.011658,30.60209
41.36568_2.125442,41.36568,2.125442,32.444923
41.36568_2.252379,41.36568,2.252379,28.078817
41.365685_2.034415,41.365685,2.034415,30.38684
41.365685_2.182925,41.365685,2.182925,28.849955
41.36569_2.217652,41.36569,2.217652,28.314178
41.365692_2.057172,41.365692,2.057172,31.802704
41.365692_2.079929,41.365692,2.079929,31.300024
41.365692_2.102685,41.365692,2.102685,31.454504
41.365707_2.160169,41.365707,2.160169,29.756323
41.365707_2.264349,41.365707,2.264349,27.992172
41.36571_2.000872,41.36571,2.000872,29.662031
41.36572_2.194896,41.36572,2.194896,28.53183
41.36572_2.229623,41.36572,2.229623,28.169458
41.365723_2.137413,41.365723,2.137413,32.00943
41.365726_2.023629,41.365726,2.023629,31.074007
41.36573_2.27632,41.36573,2.27632,27.944838
41.365734_2.046386,41.365734,2.046386,31.132334
41.365734_2.114657,41.365734,2.114657,32.06882
41.365738_2.0919,41.365738,2.0919,31.230005
41.36574_2.069143,41.36574,2.069143,31.344383
41.36574_2.17214,41.36574,2.17214,30.989288
41.365746_2.241594,41.365746,2.241594,28.144049
41.36575_1.990086,41.36575,1.990086,30.175964
41.36575_2.206867,41.36575,2.206867,28.378065
41.36576_2.149384,41.36576,2.149384,31.288017
41.36577_2.012843,41.36577,2.012843,30.70784
41.365772_2.253565,41.365772,2.253565,28.073843
41.365776_2.126628,41.365776,2.126628,32.286343
41.36578_2.035601,41.36578,2.035601,30.402555
41.36578_2.184111,41.36578,2.184111,28.873075
41.365784_2.103871,41.365784,2.103871,31.6061
41.365784_2.218838,41.365784,2.218838,28.298136
41.365788_2.058357,41.365788,2.058357,31.757837
41.365788_2.081115,41.365788,2.081115,31.265131
41.3658_2.161355,41.3658,2.161355,29.593948
41.3658_2.265535,41.3658,2.265535,27.986013
41.365807_2.002058,41.365807,2.002058,29.707987
41.36581_2.196082,41.36581,2.196082,28.519518
41.36581_2.230809,41.36581,2.230809,28.175781
41.365818_2.138599,41.365818,2.138599,31.933172
41.36582_2.024815,41.36582,2.024815,30.912453
41.36582_2.277506,41.36582,2.277506,27.937704
41.36583_2.047572,41.36583,2.047572,31.161345
41.36583_2.115842,41.36583,2.115842,32.082943
41.365833_2.070329,41.365833,2.070329,31.292984
41.365833_2.093086,41.365833,2.093086,31.326622
41.365837_2.173326,41.365837,2.173326,31.059351
41.36584_2.24278,41.36584,2.24278,28.12942
41.365845_1.991272,41.365845,1.991272,30.08941
41.365845_2.208053,41.365845,2.208053,28.374092
41.365856_2.15057,41.365856,2.15057,31.370232
41.365864_2.014029,41.365864,2.014029,30.74283
41.365868_2.25475,41.365868,2.25475,28.067434
41.36587_2.127813,41.36587,2.127813,32.251804
41.36587_2.185297,41.36587,2.185297,28.935522
41.365875_2.036786,41.365875,2.036786,30.432577
41.365875_2.220024,41.365875,2.220024,28.28174
41.36588_2.105057,41.36588,2.105057,31.228546
41.365883_2.059543,41.365883,2.059543,31.573462
41.365883_2.0823,41.365883,2.0823,31.242508
41.36589_2.266721,41.36589,2.266721,27.981216
41.365894_2.162541,41.365894,2.162541,29.485212
41.365902_2.003243,41.365902,2.003243,29.75306
41.365906_2.197268,41.365906,2.197268,28.506666
41.365906_2.231995,41.365906,2.231995,28.182981
41.36591_2.139784,41.36591,2.139784,31.829132
41.365913_2.278692,41.365913,2.278692,27.930397
41.365917_2.026,41.365917,2.026,30.606277
41.36592_2.117028,41.36592,2.117028,32.190586
41.365925_2.048757,41.365925,2.048757,31.452188
41.36593_2.071514,41.36593,2.071514,31.283691
41.36593_2.094271,41.36593,2.094271,31.171564
41.36593_2.174512,41.36593,2.174512,31.10221
41.365932_2.243965,41.365932,2.243965,28.118494
41.365936_2.209239,41.365936,2.209239,28.372553
41.36594_1.992457,41.36594,1.992457,30.010992
41.365948_2.151756,41.365948,2.151756,31.326792
41.36596_2.015214,41.36596,2.015214,30.790733
41.36596_2.255936,41.36596,2.255936,28.060854
41.365963_2.128999,41.365963,2.128999,32.330452
41.365963_2.186483,41.365963,2.186483,30.497915
41.365967_2.22121,41.365967,2.22121,28.266563
41.36597_2.037972,41.36597,2.037972,30.491537
41.365974_2.060729,41.365974,2.060729,31.506973
41.365974_2.106242,41.365974,2.106242,31.609116
41.36598_2.083486,41.36598,2.083486,31.271254
41.365982_2.267907,41.365982,2.267907,27.977411
41.365986_2.163727,41.365986,2.163727,29.470098
41.365997_2.004429,41.365997,2.004429,29.900263
41.365997_2.198454,41.365997,2.198454,28.491278
41.365997_2.233181,41.365997,2.233181,28.189514
41.366005_2.14097,41.366005,2.14097,31.719461
41.36601_2.279878,41.36601,2.279878,27.923157
41.366013_2.027186,41.366013,2.027186,30.299398
41.366016_2.118214,41.366016,2.118214,32.322193
41.36602_2.049943,41.36602,2.049943,31.28122
41.366024_2.0727,41.366024,2.0727,31.27965
41.366024_2.095457,41.366024,2.095457,31.412323
41.366024_2.175698,41.366024,2.175698,31.267176
41.366024_2.245151,41.366024,2.245151,28.110643
41.36603_2.210424,41.36603,2.210424,28.36969
41.366035_1.993643,41.366035,1.993643,30.00305
41.366043_2.152941,41.366043,2.152941,30.89814
41.36605_2.257122,41.36605,2.257122,28.05307
41.366055_2.0164,41.366055,2.0164,30.825396
41.36606_2.130185,41.36606,2.130185,32.34787
41.36606_2.187668,41.36606,2.187668,30.352228
41.366062_2.222395,41.366062,2.222395,28.253975
41.366066_2.039157,41.366066,2.039157,30.507406
41.366066_2.107428,41.366066,2.107428,31.895224
41.36607_2.061914,41.36607,2.061914,31.557306
41.36607_2.084671,41.36607,2.084671,31.28317
41.366077_2.269093,41.366077,2.269093,27.973867
41.36608_2.164912,41.36608,2.164912,29.548895
41.36609_2.234366,41.36609,2.234366,28.194101
41.366093_2.005614,41.366093,2.005614,30.04278
41.366093_2.199639,41.366093,2.199639,28.476944
41.366096_2.142156,41.366096,2.142156,31.549902
41.3661_2.281064,41.3661,2.281064,27.917414
41.366108_2.028371,41.366108,2.028371,30.225592
41.36611_2.119399,41.36611,2.119399,32.312443
41.366116_2.051129,41.366116,2.051129,31.451136
41.366116_2.096642,41.366116,2.096642,31.366861
41.366116_2.176883,41.366116,2.176883,31.004898
41.366116_2.246337,41.366116,2.246337,28.10536
41.36612_2.073886,41.36612,2.073886,31.322403
41.366123_2.21161,41.366123,2.21161,28.35877
41.36613_1.994828,41.36613,1.994828,29.948828
41.36614_2.154127,41.36614,2.154127,30.906569
41.366142_2.258308,41.366142,2.258308,28.044214
41.36615_2.017586,41.36615,2.017586,30.79339
41.36615_2.188854,41.36615,2.188854,30.043425
41.366154_2.13137,41.366154,2.13137,32.24275
41.366154_2.223581,41.366154,2.223581,28.241312
41.36616_2.040343,41.36616,2.040343,30.48146
41.36616_2.108614,41.36616,2.108614,31.87742
41.366165_2.0631,41.366165,2.0631,31.541769
41.366165_2.085857,41.366165,2.085857,31.255692
41.36617_2.270279,41.36617,2.270279,27.970675
41.366173_2.166098,41.366173,2.166098,29.378027
41.366184_2.200825,41.366184,2.200825,28.462503
41.366184_2.235552,41.366184,2.235552,28.19238
41.366188_2.0068,41.366188,2.0068,30.154444
41.36619_2.143342,41.36619,2.143342,31.614534
41.36619_2.282249,41.36619,2.282249,27.921257
41.366203_2.029557,41.366203,2.029557,31.030859
41.366203_2.120585,41.366203,2.120585,32.33603
41.36621_2.052314,41.36621,2.052314,31.579958
41.36621_2.097828,41.36621,2.097828,31.318369
41.36621_2.178069,41.36621,2.178069,30.861893
41.36621_2.247523,41.36621,2.247523,28.101973
41.366215_2.075071,41.366215,2.075071,31.392466
41.366215_2.212796,41.366215,2.212796,28.346376
41.366226_1.996014,41.366226,1.996014,29.858696
41.36623_2.155313,41.36623,2.155313,30.827738
41.366238_2.259494,41.366238,2.259494,28.034714
41.366245_2.018771,41.366245,2.018771,30.853315
41.366245_2.132556,41.366245,2.132556,32.18489
41.366245_2.19004,41.366245,2.19004,28.63843
41.366245_2.224767,41.366245,2.224767,28.228762
41.366253_2.041528,41.366253,2.041528,30.498856
41.366257_2.109799,41.366257,2.109799,31.869034
41.36626_2.064286,41.36626,2.064286,31.50026
41.36626_2.087043,41.36626,2.087043,31.300047
41.36626_2.271464,41.36626,2.271464,27.967188
41.366264_1.985228,41.366264,1.985228,30.582754
41.36627_2.167284,41.36627,2.167284,29.344324
41.366276_2.202011,41.366276,2.202011,28.444433
41.366276_2.236738,41.366276,2.236738,28.187393
41.366283_2.007985,41.366283,2.007985,30.245903
41.366283_2.283435,41.366283,2.283435,27.958841
41.366287_2.144527,41.366287,2.144527,31.410818
41.3663_2.030742,41.3663,2.030742,30.461693
41.3663_2.12177,41.3663,2.12177,32.33053
41.366302_2.179255,41.366302,2.179255,28.970627
41.366302_2.248709,41.366302,2.248709,28.09754
41.366306_2.0535,41.366306,2.0535,31.692057
41.366306_2.099014,41.366306,2.099014,31.35052
41.36631_2.076257,41.36631,2.076257,31.329855
41.36631_2.213982,41.36631,2.213982,28.33654
41.36632_1.997199,41.36632,1.997199,29.842718
41.366325_2.156498,41.366325,2.156498,30.576807
41.36633_2.260679,41.36633,2.260679,28.022165
41.366337_2.191226,41.366337,2.191226,28.585718
41.36634_2.019957,41.36634,2.019957,30.910858
41.36634_2.133742,41.36634,2.133742,32.129974
41.36634_2.225953,41.36634,2.225953,28.212797
41.36635_2.042714,41.36635,2.042714,30.50969
41.36635_2.110985,41.36635,2.110985,31.953787
41.366352_2.27265,41.366352,2.27265,27.963049
41.366356_2.065471,41.366356,2.065471,31.495577
41.366356_2.088228,41.366356,2.088228,31.286509
41.36636_1.986413,41.36636,1.986413,30.613327
41.36636_2.168469,41.36636,2.168469,29.969019
41.366367_2.237924,41.366367,2.237924,28.181763
41.36637_2.203197,41.36637,2.203197,28.422655
41.366375_2.284621,41.366375,2.284621,27.987839
41.36638_2.009171,41.36638,2.009171,30.311432
41.36638_2.145713,41.36638,2.145713,31.005434
41.366394_2.031928,41.366394,2.031928,30.306274
41.366394_2.122956,41.366394,2.122956,32.213852
41.366394_2.249894,41.366394,2.249894,28.092028
41.366398_2.18044,41.366398,2.18044,28.90499
41.3664_2.054685,41.3664,2.054685,31.705572
41.3664_2.077442,41.3664,2.077442,31.45566
41.3664_2.100199,41.3664,2.100199,31.451736
41.3664_2.215168,41.3664,2.215168,28.332655
41.366417_1.998385,41.366417,1.998385,29.899757
41.366417_2.157684,41.366417,2.157684,30.332602
41.36642_2.261865,41.36642,2.261865,28.00962
41.366432_2.134927,41.366432,2.134927,32.14564
41.366432_2.192411,41.366432,2.192411,28.56321
41.366432_2.227139,41.366432,2.227139,28.196098
41.366436_2.021142,41.366436,2.021142,30.9098
41.366444_2.0439,41.366444,2.0439,31.14527
41.366444_2.112171,41.366444,2.112171,31.999283
41.366444_2.273836,41.366444,2.273836,27.957708
41.36645_2.066657,41.36645,2.066657,31.423058
41.36645_2.089414,41.36645,2.089414,31.25493
41.366455_1.987599,41.366455,1.987599,30.483576
41.366455_2.169655,41.366455,2.169655,29.641525
41.36646_2.23911,41.36646,2.23911,28.17385
41.366463_2.204382,41.366463,2.204382,28.404482
41.366474_2.010356,41.366474,2.010356,30.402588
41.366474_2.146899,41.366474,2.146899,30.612183
41.366486_2.124142,41.366486,2.124142,32.286564
41.36649_2.033113,41.36649,2.033113,30.306618
41.36649_2.181626,41.36649,2.181626,28.884613
41.36649_2.25108,41.36649,2.25108,28.087456
41.366493_2.101385,41.366493,2.101385,31.416649
41.366493_2.216353,41.366493,2.216353,28.328827
41.366497_2.055871,41.366497,2.055871,31.723646
41.366497_2.078628,41.366497,2.078628,31.329323
41.366512_2.15887,41.366512,2.15887,30.156763
41.366512_2.263051,41.366512,2.263051,28.000372
41.366516_1.99957,41.366516,1.99957,29.857819
41.366524_2.193597,41.366524,2.193597,28.549583
41.366524_2.228324,41.366524,2.228324,28.17908
41.366528_2.022328,41.366528,2.022328,30.957306
41.366528_2.136113,41.366528,2.136113,32.197746
41.36654_2.045085,41.36654,2.045085,31.161377
41.36654_2.113356,41.36654,2.113356,32.01769
41.36654_2.275022,41.36654,2.275022,27.951647
41.366543_2.067842,41.366543,2.067842,31.364876
41.366543_2.090599,41.366543,2.090599,31.21512
41.366547_2.170841,41.366547,2.170841,29.8535
41.366554_1.988784,41.366554,1.988784,30.398468
41.366554_2.240295,41.366554,2.240295,28.16244
41.366558_2.205568,41.366558,2.205568,28.390266
41.366566_2.148084,41.366566,2.148084,31.192831
41.36657_2.011542,41.36657,2.011542,30.499619
41.36658_2.034299,41.36658,2.034299,30.401176
41.36658_2.125328,41.36658,2.125328,32.450356
41.36658_2.252266,41.36658,2.252266,28.081583
41.366585_2.182812,41.366585,2.182812,28.89492
41.36659_2.057056,41.36659,2.057056,31.76724
41.36659_2.102571,41.36659,2.102571,31.384344
41.36659_2.217539,41.36659,2.217539,28.318567
41.366592_2.079814,41.366592,2.079814,31.348478
41.366604_2.160055,41.366604,2.160055,30.55248
41.366604_2.264237,41.366604,2.264237,27.993141
41.36661_2.000756,41.36661,2.000756,29.746752
41.36662_2.194783,41.36662,2.194783,28.535948
41.36662_2.22951,41.36662,2.22951,28.173136
41.366623_2.023513,41.366623,2.023513,31.018164
41.366623_2.137299,41.366623,2.137299,32.165813
41.36663_2.114542,41.36663,2.114542,32.09683
41.36663_2.276208,41.36663,2.276208,27.94494
41.366634_2.046271,41.366634,2.046271,31.174866
41.36664_2.069028,41.36664,2.069028,31.289175
41.36664_2.091785,41.36664,2.091785,31.189445
41.366642_2.172026,41.366642,2.172026,30.827469
41.366646_2.241481,41.366646,2.241481,28.148062
41.36665_1.98997,41.36665,1.98997,30.315496
41.36665_2.206754,41.36665,2.206754,28.383947
41.36666_2.14927,41.36666,2.14927,31.194664
41.366665_2.012727,41.366665,2.012727,30.609396
41.366673_2.253452,41.366673,2.253452,28.075897
41.366676_2.035485,41.366676,2.035485,30.426369
41.366676_2.126513,41.366676,2.126513,32.33106
41.366676_2.183998,41.366676,2.183998,28.933283
41.36668_2.218725,41.36668,2.218725,28.30282
41.366684_2.058242,41.366684,2.058242,31.797083
41.366684_2.103756,41.366684,2.103756,31.42102
41.366688_2.080999,41.366688,2.080999,31.373476
41.3667_2.161241,41.3667,2.161241,29.735725
41.3667_2.265423,41.3667,2.265423,27.987244
41.366707_2.001941,41.366707,2.001941,29.721716
41.36671_2.195969,41.36671,2.195969,28.525225
41.36671_2.230696,41.36671,2.230696,28.179016
41.366714_2.138484,41.366714,2.138484,32.02168
41.36672_2.024699,41.36672,2.024699,30.983582
41.366722_2.277394,41.366722,2.277394,27.93783
41.366726_2.115728,41.366726,2.115728,32.03265
41.36673_2.047456,41.36673,2.047456,31.388342
41.366734_2.070214,41.366734,2.070214,31.254347
41.366734_2.092971,41.366734,2.092971,31.24215
41.366734_2.173212,41.366734,2.173212,31.083015
41.366737_2.242667,41.366737,2.242667,28.134102
41.36674_2.20794,41.36674,2.20794,28.377874
41.366745_1.991155,41.366745,1.991155,30.240303
41.366753_2.150455,41.366753,2.150455,31.15129
41.36676_2.013913,41.36676,2.013913,30.7324
41.366764_2.254638,41.366764,2.254638,28.069525
41.366768_2.127699,41.366768,2.127699,32.287785
41.36677_2.03667,41.36677,2.03667,31.102005
41.36677_2.185183,41.36677,2.185183,28.943878
41.366776_2.104942,41.366776,2.104942,31.077993
41.366776_2.219911,41.366776,2.219911,28.285904
41.36678_2.059428,41.36678,2.059428,31.607874
41.36678_2.082185,41.36678,2.082185,31.370888
41.36679_2.162427,41.36679,2.162427,29.770079
41.36679_2.266609,41.36679,2.266609,27.982508
41.366802_2.003127,41.366802,2.003127,29.709696
41.366802_2.197154,41.366802,2.197154,28.51242
41.366802_2.231882,41.366802,2.231882,28.186157
41.36681_2.13967,41.36681,2.13967,31.932611
41.366814_2.025884,41.366814,2.025884,30.376554
41.366814_2.278579,41.366814,2.278579,27.930647
41.36682_2.116913,41.36682,2.116913,31.924622
41.366825_2.048642,41.366825,2.048642,31.46782
41.36683_2.071399,41.36683,2.071399,31.237656
41.36683_2.094156,41.36683,2.094156,31.275373
41.36683_2.174398,41.36683,2.174398,31.143906
41.366833_2.243853,41.366833,2.243853,28.122496
41.366837_2.209126,41.366837,2.209126,28.37703
41.36684_1.992341,41.36684,1.992341,30.179758
41.366848_2.151641,41.366848,2.151641,30.798437
41.366856_2.015098,41.366856,2.015098,30.813322
41.366856_2.255824,41.366856,2.255824,28.062708
41.366863_2.128885,41.366863,2.128885,32.31927
41.366863_2.186369,41.366863,2.186369,28.941423
41.366867_2.037856,41.366867,2.037856,30.506264
41.366867_2.221097,41.366867,2.221097,28.27034
41.36687_2.106128,41.36687,2.106128,31.060175
41.366875_2.060613,41.366875,2.060613,31.518213
41.366875_2.08337,41.366875,2.08337,31.39567
41.366882_2.267794,41.366882,2.267794,27.978622
41.366886_2.163612,41.366886,2.163612,29.784943
41.366898_2.004312,41.366898,2.004312,29.829996
41.366898_2.19834,41.366898,2.19834,28.496508
41.366898_2.233068,41.366898,2.233068,28.1928
41.3669_2.140856,41.3669,2.140856,31.864614
41.366905_2.279765,41.366905,2.279765,27.92359
41.36691_2.02707,41.36691,2.02707,30.372011
41.366917_2.118099,41.366917,2.118099,32.107895
41.36692_2.049827,41.36692,2.049827,31.327879
41.36692_2.095342,41.36692,2.095342,31.385605
41.36692_2.175584,41.36692,2.175584,31.293297
41.366924_2.072585,41.366924,2.072585,31.225721
41.366924_2.245039,41.366924,2.245039,28.114153
41.36693_2.210311,41.36693,2.210311,28.374784
41.366936_1.993526,41.366936,1.993526,30.145853
41.366943_2.152827,41.366943,2.152827,30.812243
41.36695_2.016284,41.36695,2.016284,30.880213
41.36695_2.257009,41.36695,2.257009,28.054808
41.366955_2.13007,41.366955,2.13007,32.350975
41.366955_2.187555,41.366955,2.187555,30.671976
41.36696_2.222282,41.36696,2.222282,28.257296
41.366962_2.039042,41.366962,2.039042,30.512396
41.366966_2.107313,41.366966,2.107313,31.635542
41.36697_2.061799,41.36697,2.061799,31.600662
41.36697_2.084556,41.36697,2.084556,31.385263
41.366974_2.26898,41.366974,2.26898,27.975039
41.366978_2.164798,41.366978,2.164798,29.561806
41.36699_2.199526,41.36699,2.199526,28.483572
41.36699_2.234253,41.36699,2.234253,28.197336
41.366993_2.005498,41.366993,2.005498,29.937574
41.366997_2.142041,41.366997,2.142041,31.494715
41.366997_2.280951,41.366997,2.280951,27.91806
41.367004_2.028255,41.367004,2.028255,30.876696
41.36701_2.119285,41.36701,2.119285,32.2495
41.367016_2.051013,41.367016,2.051013,31.494026
41.367016_2.07377,41.367016,2.07377,31.301153
41.367016_2.096528,41.367016,2.096528,31.299952
41.367016_2.176769,41.367016,2.176769,30.887718
41.367016_2.246224,41.367016,2.246224,28.108484
41.367023_2.211497,41.367023,2.211497,28.365976
41.36703_1.994712,41.36703,1.994712,30.080614
41.367035_2.154013,41.367035,2.154013,30.819773
41.367043_2.258195,41.367043,2.258195,28.045984
41.367046_2.017469,41.367046,2.017469,30.937052
41.36705_2.131256,41.36705,2.131256,32.244072
41.36705_2.18874,41.36705,2.18874,30.409914
41.367054_2.223468,41.367054,2.223468,28.245102
41.367058_2.040227,41.367058,2.040227,30.489937
41.36706_2.108499,41.36706,2.108499,31.70996
41.367065_2.062984,41.367065,2.062984,31.507116
41.367065_2.085742,41.367065,2.085742,31.271822
41.367065_2.270166,41.367065,2.270166,27.971773
41.367073_2.165984,41.367073,2.165984,29.506704
41.36708_2.235439,41.36708,2.235439,28.196192
41.367085_2.200712,41.367085,2.200712,28.470312
41.36709_2.006683,41.36709,2.006683,29.9909
41.367092_2.143227,41.367092,2.143227,31.69049
41.367092_2.282137,41.367092,2.282137,27.92195
41.3671_2.029441,41.3671,2.029441,30.750875
41.367104_2.12047,41.367104,2.12047,32.284775
41.367107_2.052198,41.367107,2.052198,31.491394
41.367107_2.177955,41.367107,2.177955,29.010519
41.367107_2.24741,41.367107,2.24741,28.104065
41.36711_2.074956,41.36711,2.074956,31.355394
41.36711_2.097713,41.36711,2.097713,31.249626
41.367115_2.212683,41.367115,2.212683,28.352015
41.367126_1.995897,41.367126,1.995897,29.98601
41.36713_2.155198,41.36713,2.155198,30.438309
41.367134_2.259381,41.367134,2.259381,28.036154
41.36714_2.018655,41.36714,2.018655,30.989172
41.36714_2.189926,41.36714,2.189926,30.256693
41.367146_2.132442,41.367146,2.132442,32.20315
41.367146_2.224654,41.367146,2.224654,28.23358
41.367153_2.041413,41.367153,2.041413,31.182081
41.367153_2.109684,41.367153,2.109684,31.713697
41.367157_2.06417,41.367157,2.06417,31.446968
41.36716_2.086927,41.36716,2.086927,31.259851
41.36716_2.271352,41.36716,2.271352,27.968073
41.367165_1.985111,41.367165,1.985111,30.5093
41.367165_2.16717,41.367165,2.16717,29.530447
41.367172_2.236625,41.367172,2.236625,28.19117
41.367176_2.201897,41.367176,2.201897,28.453646
41.367184_2.007869,41.367184,2.007869,30.068708
41.367184_2.144413,41.367184,2.144413,31.23485
41.367184_2.283323,41.367184,2.283323,27.9593
41.367195_2.030627,41.367195,2.030627,30.286446
41.367195_2.121656,41.367195,2.121656,32.28565
41.367203_2.053384,41.367203,2.053384,31.719946
41.367203_2.098899,41.367203,2.098899,31.324732
41.367203_2.179141,41.367203,2.179141,28.961874
41.367203_2.248596,41.367203,2.248596,28.098099
41.367207_2.076142,41.367207,2.076142,31.311716
41.367207_2.213869,41.367207,2.213869,28.341444
41.36722_1.997083,41.36722,1.997083,29.965658
41.36722_2.156384,41.36722,2.156384,30.811102
41.367226_2.260567,41.367226,2.260567,28.023333
41.367237_2.01984,41.367237,2.01984,31.018686
41.367237_2.133627,41.367237,2.133627,32.06135
41.367237_2.191112,41.367237,2.191112,28.589582
41.367237_2.22584,41.367237,2.22584,28.218126
41.36725_2.042598,41.36725,2.042598,31.221893
41.36725_2.11087,41.36725,2.11087,31.85186
41.367252_2.065356,41.367252,2.065356,31.422003
41.367252_2.088113,41.367252,2.088113,31.256865
41.367252_2.272538,41.367252,2.272538,27.963705
41.36726_1.986297,41.36726,1.986297,30.648994
41.36726_2.168355,41.36726,2.168355,30.163345
41.367268_2.203083,41.367268,2.203083,28.431944
41.367268_2.237811,41.367268,2.237811,28.185663
41.367275_2.284509,41.367275,2.284509,27.987814
41.36728_2.009054,41.36728,2.009054,30.156128
41.36728_2.145599,41.36728,2.145599,31.221878
41.36729_2.031812,41.36729,2.031812,30.325613
41.36729_2.122842,41.36729,2.122842,32.24142
41.367294_2.180327,41.367294,2.180327,28.933435
41.367294_2.249782,41.367294,2.249782,28.094656
41.3673_2.05457,41.3673,2.05457,31.728292
41.3673_2.100085,41.3673,2.100085,31.379126
41.367302_2.077327,41.367302,2.077327,31.323805
41.367302_2.215054,41.367302,2.215054,28.336319
41.367317_1.998268,41.367317,1.998268,30.022825
41.367317_2.15757,41.367317,2.15757,30.234201
41.36732_2.261753,41.36732,2.261753,28.010572
41.36733_2.192298,41.36733,2.192298,28.567026
41.367332_2.021026,41.367332,2.021026,31.030802
41.367332_2.134813,41.367332,2.134813,32.1435
41.367332_2.227026,41.367332,2.227026,28.201368
41.367344_2.043784,41.367344,2.043784,31.179438
41.367344_2.112056,41.367344,2.112056,31.993912
41.367344_2.273724,41.367344,2.273724,27.958124
41.367348_2.066541,41.367348,2.066541,31.394018
41.367348_2.089299,41.367348,2.089299,31.247263
41.36735_2.169541,41.36735,2.169541,29.763662
41.367355_1.987482,41.367355,1.987482,30.432314
41.36736_2.238997,41.36736,2.238997,28.178034
41.367363_2.204269,41.367363,2.204269,28.41294
41.36737_2.146784,41.36737,2.146784,31.506355
41.367374_2.01024,41.367374,2.01024,30.268324
41.367386_2.032998,41.367386,2.032998,30.323786
41.367386_2.124027,41.367386,2.124027,32.286095
41.367386_2.250968,41.367386,2.250968,28.090393
41.36739_2.181512,41.36739,2.181512,28.924288
41.367393_2.055755,41.367393,2.055755,31.713854
41.367393_2.10127,41.367393,2.10127,31.35971
41.367393_2.21624,41.367393,2.21624,28.332327
41.367397_2.078513,41.367397,2.078513,31.454727
41.36741_2.158756,41.36741,2.158756,30.291872
41.367413_1.999454,41.367413,1.999454,29.979445
41.367413_2.262938,41.367413,2.262938,28.001328
41.367424_2.193484,41.367424,2.193484,28.55517
41.367424_2.228211,41.367424,2.228211,28.183601
41.367428_2.022212,41.367428,2.022212,31.03797
41.367428_2.135999,41.367428,2.135999,32.339977
41.367435_2.113241,41.367435,2.113241,32.06283
41.367435_2.274909,41.367435,2.274909,27.951925
41.36744_2.044969,41.36744,2.044969,31.210417
41.367443_2.067727,41.367443,2.067727,31.355364
41.367443_2.090484,41.367443,2.090484,31.050547
41.367447_2.170727,41.367447,2.170727,29.784678
41.36745_1.988668,41.36745,1.988668,30.381884
41.36745_2.240182,41.36745,2.240182,28.166773
41.367455_2.205455,41.367455,2.205455,28.397245
41.367466_2.14797,41.367466,2.14797,31.234156
41.36747_2.011425,41.36747,2.011425,30.396215
41.367477_2.125213,41.367477,2.125213,32.30913
41.367477_2.252153,41.367477,2.252153,28.084473
41.36748_2.034183,41.36748,2.034183,30.336397
41.36748_2.182698,41.36748,2.182698,28.946037
41.367485_2.217426,41.367485,2.217426,28.32251
41.36749_2.056941,41.36749,2.056941,31.67116
41.36749_2.079698,41.36749,2.079698,31.42479
41.36749_2.102456,41.36749,2.102456,31.425148
41.367504_2.159941,41.367504,2.159941,30.742722
41.367504_2.264124,41.367504,2.264124,27.994238
41.367508_2.000639,41.367508,2.000639,29.831644
41.367516_2.194669,41.367516,2.194669,28.54207
41.367516_2.229397,41.367516,2.229397,28.177025
41.36752_2.137184,41.36752,2.137184,32.27306
41.367523_2.023397,41.367523,2.023397,31.231323
41.367527_2.276095,41.367527,2.276095,27.945168
41.36753_2.114427,41.36753,2.114427,31.85964
41.367535_2.046155,41.367535,2.046155,31.347406
41.36754_2.068913,41.36754,2.068913,31.274467
41.36754_2.09167,41.36754,2.09167,31.184286
41.36754_2.171913,41.36754,2.171913,30.239935
41.367546_1.989853,41.367546,1.989853,30.46933
41.367546_2.241368,41.367546,2.241368,28.152563
41.36755_2.20664,41.36755,2.20664,28.389013
41.367558_2.149156,41.367558,2.149156,31.403345
41.367565_2.012611,41.367565,2.012611,30.52419
41.367573_2.126399,41.367573,2.126399,32.324303
41.367573_2.253339,41.367573,2.253339,28.078018
41.367577_2.035369,41.367577,2.035369,30.445444
41.367577_2.183884,41.367577,2.183884,28.956602
41.36758_2.103642,41.36758,2.103642,31.436874
41.36758_2.218612,41.36758,2.218612,28.307508
41.367584_2.058126,41.367584,2.058126,31.727013
41.367584_2.080884,41.367584,2.080884,31.43238
41.367596_2.161127,41.367596,2.161127,30.072138
41.367596_2.26531,41.367596,2.26531,27.98851
41.367603_2.001825,41.367603,2.001825,29.740204
41.367607_2.230583,41.367607,2.230583,28.182312
41.36761_2.195855,41.36761,2.195855,28.530725
41.367615_2.13837,41.367615,2.13837,32.055183
41.36762_2.024583,41.36762,2.024583,31.209463
41.367622_2.277281,41.367622,2.277281,27.938095
41.367626_2.04734,41.367626,2.04734,31.537971
41.367626_2.115613,41.367626,2.115613,32.002262
41.36763_2.092855,41.36763,2.092855,31.087027
41.367634_2.070098,41.367634,2.070098,31.210747
41.367634_2.173098,41.367634,2.173098,31.04419
41.367638_2.242554,41.367638,2.242554,28.13871
41.36764_1.991039,41.36764,1.991039,30.4142
41.36764_2.207826,41.36764,2.207826,28.383041
41.367653_2.150342,41.367653,2.150342,30.973372
